handle,title,description,price,compare_at_price,category_name,category_emoji,type,tags,images,option_name,option_values,variant_prices
,Airpod 4 Case cover ,Soft breathable cotton t-shirt with fun cartoon print. Machine washable and skin-friendly.,399,899,Case,👕,Cover,"airpod case, airpod, case, cover, apple,airpod 4, bluethooth,headphone,new",https://www.amazon.in/Roced-Compatible-Apple-AirPods-Generation/dp/B0FL1DQXZ7|https://www.amazon.in/Meyaar-Silicone-Cartoon-Airpods-Generation/dp/B0DHH45TTB,Airpod,4th gen,399
